venue_id,label,value_som,value_eom,period_inflow,revenue,actual_revenue,br_charge,sky_direct_shortfall
E1,Aave Horizon RWA RLUSD (aToken),101329036.6002151595765184260,140173858.0660414896893478090,38777225.17666945080589326,67596.2891568793069361230,67596.2891568793069361230,0,0
E2,Aave Horizon RWA USDC (aToken),11600502.74576400,0.00000100,-11368456.197562,-232046.54820100,-232046.54820100,0,0
E3,Aave Ethereum RLUSD (aToken),252762587.4981602736558883190,263125087.2861249964150795850,10179091.858586175809707052,183407.9293785469494842140,183407.9293785469494842140,0,0
E4,Grove x Steakhouse USDC (Morpho 4626),0E-8,1002368.854730530044090630068,1000032.9542942200,2335.900436310044090630068,2335.900436310044090630068,0,0
E5,Grove x Steakhouse USDC High Yield (Morpho 4626),1009793.258152034008513056706,1012325.676838511873820389690,0E-10,2532.418686477865307332984,2532.418686477865307332984,0,0
E6,Grove x Steakhouse AUSD (Morpho 4626),0E-8,15806005.09627440917093849527,15800308.8381686300,5696.25810577917093849527,5696.25810577917093849527,0,0
E7,Securitize Tokenized AAA CLO Fund (STAC),100616387.900000,100804666.100000,0,188278.200000,188278.200000,0,0
E8,Janus Henderson Anemoy AAA CLO (JAAA),454512148.03791825026,455365159.121762836732,0.00,853011.083844586472,853011.083844586472,0,0
E9,Janus Henderson Anemoy Treasury Fund (JTRSY),560288806.184847774864,561873240.344357620512,0.00,0,1584434.159509845648,1812204.673753392321491231714,227770.514243546673491231714
E10,BlackRock USD Institutional Digital Liquidity Fund (BUIDL-I),179495969.9800,430205099.0300,249925000.000,0,784129.0500,975096.4808692323888056072544,190967.4308692323888056072544
E11,Curve AUSD/USDC stableswap LP,0E-8,25000444.77729783759305342734,25000444.77729783759305342734,0E-20,0E-20,0,0
E12,Uniswap V3 AUSD/USDC pool (NFT positions),0,25008038.967491,25000000,8038.967491,8038.967491,0,0
E13,RLUSD raw (ALM idle),0.00,0.00,0,0.00,0.00,0,0
E14,AUSD raw (ALM idle),0.00,0.00,0,0.00,0.00,0,0
E15,USDC raw (ALM idle),0.00,0.00,-8.0E-10,8.0E-10,8.0E-10,0,0
E16,DAI raw (ALM idle),0.00,0.00,0,0.00,0.00,0,0
E17,USDS raw / POL (ALM idle — already netted out of utilized),0.00,0.00,0,0.00,0.00,0,0
E18,sUSDS raw / POL (ALM idle — Cat B 4626),0E-20,0E-20,0,0E-20,0E-20,0,0
E19,"Grove x Steakhouse USDC High Yield (Base, Morpho 4626)",1001359.023633771296563672690,1004254.243015449032630666625,0E-18,2895.219381677736066993935,2895.219381677736066993935,0,0
E23,"Steakhouse Prime Instant (Base, Morpho V2)",0E-8,0E-8,0,0E-8,0E-8,0,0
E20,Janus Henderson Anemoy AAA CLO (JAAA-avalanche),256292500.00000,256773500.000000,0,481000.000000,481000.000000,0,0
E21,Galaxy Arch CLO Token (GACLO-1),49900000.00,49900000.00,0,0.00,0.00,0,0
E22,Anemoy Tokenized Apollo Diversified Credit Fund (ACRDX),51022216.71434895939374972770,51026217.85274291551875781469,0E-9,4001.13839395612500808699,4001.13839395612500808699,0,0
